cashup_id,restaurant_id,bod_amount,sales,expenses,tax,delivery_charges,eod_amount,match_status,banking_id,cash_up_date,cashup_status
136,1,1466.92,1853.77,1068.6,158.97,81.26,2170.83,True,136,2024-05-15,Closed
137,1,596.05,2048.48,304.9,175.3,80.24,2259.39,True,137,2024-05-16,Closed
138,1,2081.64,1788.01,117.48,152.83,65.74,3686.43,True,138,2024-05-17,Closed
139,1,3409.39,1932.21,428.99,165.41,77.78,4834.83,True,139,2024-05-18,Closed
140,1,2551.23,2167.0,525.51,184.59,63.72,4129.0,True,140,2024-05-19,Closed
141,1,2850.75,2220.72,535.9,190.86,107.67,4427.9,True,141,2024-05-20,Closed
142,1,2851.15,1917.26,1409.88,163.05,50.35,3308.18,True,142,2024-05-21,Closed
143,1,424.57,1791.51,573.97,152.25,43.97,1598.14,True,143,2024-05-22,Closed
144,1,579.88,1775.28,504.74,151.94,70.59,1779.83,True,144,2024-05-23,Closed
145,1,110.67,2026.16,194.77,173.71,88.14,1853.92,True,145,2024-05-24,Closed
146,1,458.81,1900.19,1121.15,161.88,56.84,1181.01,True,146,2024-05-25,Closed
147,1,475.37,2250.97,264.68,191.88,69.91,2391.75,True,147,2024-05-26,Closed
148,1,2031.03,1868.25,1124.03,159.79,70.85,2704.4,True,148,2024-05-27,Closed
149,1,238.23,1892.63,815.35,161.37,59.65,1255.86,True,149,2024-05-28,Closed
150,1,341.42,2014.29,422.19,171.37,53.92,1879.6,True,150,2024-05-29,Closed
151,1,579.33,1930.4,235.25,163.82,41.63,2232.85,True,151,2024-05-30,Closed
152,1,562.35,1961.81,341.39,167.08,57.08,2125.69,True,152,2024-05-31,Closed
153,1,1743.48,2185.65,396.7,186.72,78.05,3454.38,True,153,2024-06-01,Closed
154,1,2483.66,2084.72,562.09,177.41,57.22,3949.07,True,154,2024-06-02,Closed
155,1,3515.4,2010.67,361.9,172.25,84.23,5079.94,True,155,2024-06-03,Closed
156,1,1801.08,2168.51,331.11,185.46,82.23,3556.25,True,156,2024-06-04,Closed
157,1,958.46,2061.58,412.26,176.62,86.06,2521.72,True,157,2024-06-05,Closed
158,1,1241.36,2113.55,610.9,180.63,77.17,2666.84,True,158,2024-06-06,Closed
159,1,2467.64,2133.01,308.98,181.71,63.42,4228.25,True,159,2024-06-07,Closed
160,1,2484.64,2078.93,548.68,178.39,94.25,3920.64,True,160,2024-06-08,Closed
161,1,770.79,2143.4,426.78,182.03,50.41,2437.0,True,161,2024-06-09,Closed
162,1,456.31,2012.74,432.04,173.97,122.22,1914.79,True,162,2024-06-10,Closed
163,1,919.46,1924.1,297.52,164.1,61.81,2484.23,True,163,2024-06-11,Closed
164,1,1410.73,1950.72,171.34,167.06,80.31,3109.8,True,164,2024-06-12,Closed
165,1,900.42,1757.87,390.45,150.42,68.79,2199.05,True,165,2024-06-13,Closed
166,1,75.27,1937.25,546.35,165.66,73.51,1392.66,True,166,2024-06-14,Closed
167,1,1093.43,1979.3,711.48,169.43,79.27,2281.98,True,167,2024-06-15,Closed
168,1,1213.63,1984.95,220.38,170.2,86.84,2891.36,True,168,2024-06-16,Closed
169,1,228.89,2405.02,330.22,205.69,92.03,2211.66,True,169,2024-06-17,Closed
170,1,700.79,1915.09,448.4,164.14,81.98,2085.5,True,170,2024-06-18,Closed
171,1,1794.62,2047.57,307.61,175.42,85.36,3449.22,True,171,2024-06-19,Closed
172,1,2801.34,1921.91,459.89,163.77,58.26,4205.1,True,172,2024-06-20,Closed
173,1,2580.1,2001.41,296.69,171.16,76.37,4208.45,True,173,2024-06-21,Closed
174,1,1495.38,1862.82,481.52,159.88,84.1,2792.58,True,174,2024-06-22,Closed
175,1,1381.44,1972.89,1655.62,170.91,130.27,1568.44,True,175,2024-06-23,Closed
176,1,1161.78,1947.57,296.51,167.31,93.28,2719.56,True,176,2024-06-24,Closed
177,1,351.97,1764.92,716.3,150.02,44.25,1356.34,True,177,2024-06-25,Closed
178,1,310.83,1961.79,529.57,168.02,80.4,1662.65,True,178,2024-06-26,Closed
179,1,1648.18,2227.22,235.09,190.93,96.25,3544.06,True,179,2024-06-27,Closed
180,1,2593.32,2079.7,405.68,177.39,67.78,4199.56,True,180,2024-06-28,Closed
181,1,513.37,2081.22,236.17,178.84,100.77,2257.65,True,181,2024-06-29,Closed
182,1,64.17,2140.85,350.9,183.52,93.13,1760.99,True,182,2024-06-30,Closed
183,1,1620.59,2075.24,644.12,179.08,118.88,2932.83,True,183,2024-07-01,Closed
184,1,2574.9,1982.16,553.57,169.84,82.89,3920.6,True,184,2024-07-02,Closed
185,1,3479.05,2115.93,575.57,179.78,51.55,4967.86,True,185,2024-07-03,Closed
186,1,420.46,2003.05,490.65,171.57,82.98,1849.88,True,186,2024-07-04,Closed
187,1,1433.86,2111.05,258.93,180.89,89.1,3196.88,True,187,2024-07-05,Closed
188,1,1922.25,2020.78,301.24,174.48,118.17,3523.62,True,188,2024-07-06,Closed
189,1,1740.98,2220.15,824.28,189.64,79.47,3057.38,True,189,2024-07-07,Closed
190,1,7.62,2126.84,297.92,183.01,109.09,1727.45,True,190,2024-07-08,Closed
191,1,92.34,2044.68,184.58,175.01,81.34,1871.1,True,191,2024-07-09,Closed
192,1,484.43,2259.64,786.76,193.29,87.06,1870.25,True,192,2024-07-10,Closed
193,1,605.16,1969.84,327.54,168.7,80.6,2166.86,True,193,2024-07-11,Closed
194,1,2066.89,2032.3,491.87,173.68,74.03,3533.29,True,194,2024-07-12,Closed
195,1,942.91,2036.29,515.78,173.84,69.23,2394.19,True,195,2024-07-13,Closed
196,1,396.85,2079.22,1837.5,177.3,66.63,571.94,True,196,2024-07-14,Closed
197,1,436.79,2178.11,239.02,186.0,75.65,2300.23,True,197,2024-07-15,Closed
198,1,849.86,2132.43,114.93,183.07,99.03,2768.33,True,198,2024-07-16,Closed
199,1,929.3,1899.97,697.78,162.82,80.52,2050.97,True,199,2024-07-17,Closed
200,1,549.05,2130.49,864.96,183.05,103.12,1711.46,True,200,2024-07-18,Closed
201,1,935.68,1946.28,637.31,165.85,58.32,2186.33,True,201,2024-07-19,Closed
202,1,783.02,2316.47,459.82,198.77,104.58,2535.09,True,202,2024-07-20,Closed
203,1,1144.74,1999.68,515.27,171.03,76.86,2552.29,True,203,2024-07-21,Closed
204,1,509.16,2029.3,574.55,173.98,87.74,1876.17,True,204,2024-07-22,Closed
205,1,218.14,2015.13,252.23,172.65,84.58,1896.46,True,205,2024-07-23,Closed
206,1,675.53,1845.17,312.51,157.85,71.31,2136.88,True,206,2024-07-24,Closed
207,1,1107.45,2222.2,134.19,188.73,50.85,3144.61,True,207,2024-07-25,Closed
208,1,1556.52,1658.35,530.55,142.49,79.92,2604.4,True,208,2024-07-26,Closed
209,1,1606.21,2343.66,1715.91,199.68,70.01,2163.95,True,209,2024-07-27,Closed
210,1,1704.26,2035.17,654.12,173.56,65.58,3019.73,True,210,2024-07-28,Closed
211,1,174.78,2093.88,210.68,180.19,107.66,1950.32,True,211,2024-07-29,Closed
212,1,712.53,1906.89,164.19,163.5,83.62,2371.61,True,212,2024-07-30,Closed
213,1,297.03,2064.7,348.59,176.66,80.55,1932.59,True,213,2024-07-31,Closed
214,1,389.53,2062.28,646.0,175.54,57.87,1747.94,True,214,2024-08-01,Closed
215,1,737.08,2057.74,604.89,177.39,113.1,2076.83,True,215,2024-08-02,Closed
216,1,274.38,1994.95,293.47,171.67,101.89,1873.97,True,216,2024-08-03,Closed
217,1,532.61,2103.05,713.94,180.25,89.98,1831.74,True,217,2024-08-04,Closed
218,1,1649.34,2100.79,657.45,179.24,68.88,3023.8,True,218,2024-08-05,Closed
219,1,1598.79,1924.51,723.92,164.63,74.28,2725.1,True,219,2024-08-06,Closed
220,1,484.43,2149.32,347.38,182.89,59.03,2227.34,True,220,2024-08-07,Closed
221,1,1319.35,1949.56,537.29,166.52,69.16,2662.46,True,221,2024-08-08,Closed
222,1,161.12,1914.86,518.94,164.25,85.44,1471.6,True,222,2024-08-09,Closed
223,1,389.32,2062.06,1713.34,177.75,113.38,624.66,True,223,2024-08-10,Closed
224,1,256.49,1884.51,526.38,161.2,73.23,1541.39,True,224,2024-08-11,Closed
225,1,380.71,2100.34,918.55,179.07,66.41,1496.09,True,225,2024-08-12,Closed
226,1,1470.7,1915.05,229.59,163.36,62.34,3093.82,True,226,2024-08-13,Closed
227,1,2296.7,1979.71,302.93,169.93,90.32,3883.16,True,227,2024-08-14,Closed
228,1,3744.89,1823.98,891.09,156.58,84.22,4593.56,True,228,2024-08-15,Closed
229,1,385.54,2045.96,680.53,176.54,116.19,1634.78,True,229,2024-08-16,Closed
230,1,501.52,2234.9,314.54,190.19,61.63,2360.25,True,230,2024-08-17,Closed
231,1,1421.21,2022.65,519.22,174.02,102.73,2821.91,True,231,2024-08-18,Closed
232,1,1642.69,1807.02,313.24,154.48,67.57,3068.9,True,232,2024-08-19,Closed
233,1,1090.34,1987.96,293.92,169.04,51.43,2732.95,True,233,2024-08-20,Closed
234,1,1240.5,2073.79,404.99,177.14,73.15,2836.15,True,234,2024-08-21,Closed
235,1,2481.25,2230.69,521.55,190.6,80.77,4109.62,True,235,2024-08-22,Closed
236,1,3811.22,1886.55,589.75,162.18,92.29,5015.73,True,236,2024-08-23,Closed
237,1,1609.91,1851.12,351.07,158.72,80.3,3029.66,True,237,2024-08-24,Closed
238,1,1011.83,1931.14,1702.06,165.52,82.83,1158.08,True,238,2024-08-25,Closed
239,1,522.84,2027.31,611.24,173.23,73.7,1865.21,True,239,2024-08-26,Closed
240,1,1125.74,1952.47,228.57,166.77,69.11,2780.53,True,240,2024-08-27,Closed
241,1,1078.71,1983.67,315.92,169.56,73.39,2673.07,True,241,2024-08-28,Closed
242,1,473.15,2127.81,505.83,183.14,109.37,1985.76,True,242,2024-08-29,Closed
243,1,1570.81,2182.91,391.79,187.76,110.18,3251.75,True,243,2024-08-30,Closed
244,1,2846.53,2160.26,291.16,184.18,67.94,4647.69,True,244,2024-08-31,Closed
245,1,4358.78,1898.51,785.32,161.73,56.7,5415.27,True,245,2024-09-01,Closed
246,1,4494.51,2066.6,652.03,175.35,43.21,5865.87,True,246,2024-09-02,Closed
247,1,3351.17,1862.49,626.76,158.79,59.34,4527.56,True,247,2024-09-03,Closed
248,1,3572.79,2024.17,478.98,173.31,82.25,5035.73,True,248,2024-09-04,Closed
249,1,3011.68,1874.48,392.85,160.11,66.49,4426.82,True,249,2024-09-05,Closed
250,1,2085.67,2075.24,1477.92,177.23,72.94,2610.05,True,250,2024-09-06,Closed
251,1,2323.03,2018.74,1662.68,173.82,105.76,2573.33,True,251,2024-09-07,Closed
252,1,1330.51,2089.17,352.0,177.85,58.97,3008.71,True,252,2024-09-08,Closed
253,1,415.45,2081.59,676.29,177.45,64.95,1755.8,True,253,2024-09-09,Closed
254,1,1225.98,2103.11,307.61,178.71,51.45,2970.03,True,254,2024-09-10,Closed
255,1,1957.24,1992.43,245.67,170.39,75.78,3628.22,True,255,2024-09-11,Closed
256,1,2129.98,2150.79,294.46,182.44,44.2,3942.11,True,256,2024-09-12,Closed
257,1,1244.0,1993.9,589.93,170.35,71.35,2576.62,True,257,2024-09-13,Closed
258,1,1613.97,2132.09,591.53,182.28,79.64,3074.89,True,258,2024-09-14,Closed
259,1,448.05,2074.58,198.95,177.57,83.09,2240.59,True,259,2024-09-15,Closed
260,1,1449.89,1912.72,349.6,163.62,73.72,2939.29,True,260,2024-09-16,Closed
261,1,945.33,2143.24,505.87,183.4,84.62,2498.08,True,261,2024-09-17,Closed
262,1,1323.22,2091.79,127.3,178.97,81.54,3206.17,True,262,2024-09-18,Closed
263,1,1997.97,2225.5,776.44,190.34,85.68,3361.35,True,263,2024-09-19,Closed
264,1,608.78,2005.3,413.1,171.71,80.99,2119.99,True,264,2024-09-20,Closed
265,1,26.32,2062.18,843.96,176.75,88.38,1156.16,True,265,2024-09-21,Closed
266,1,101.87,2037.88,201.7,172.97,45.1,1892.95,True,266,2024-09-22,Closed
267,1,1227.81,2023.09,712.73,172.93,75.52,2462.65,True,267,2024-09-23,Closed
268,1,2019.96,2122.38,510.81,181.68,84.73,3546.8,True,268,2024-09-24,Closed
269,1,492.47,1943.19,472.51,165.79,63.69,1899.46,True,269,2024-09-25,Closed
270,1,1173.87,1619.23,881.86,138.08,51.28,1859.96,True,270,2024-09-26,Closed
271,1,1572.92,1956.47,227.59,166.66,57.56,3244.24,True,271,2024-09-27,Closed
272,1,1984.95,2353.66,692.57,200.52,70.34,3575.7,True,272,2024-09-28,Closed
273,1,3478.58,1943.88,763.84,165.45,54.73,4603.89,True,273,2024-09-29,Closed
274,1,2773.43,2009.68,931.43,170.83,49.88,3801.8,True,274,2024-09-30,Closed
275,1,934.85,1916.39,377.3,164.84,96.29,2377.65,True,275,2024-10-01,Closed
276,1,1931.38,2167.95,496.82,185.04,73.56,3528.95,True,276,2024-10-02,Closed
277,1,2269.67,1974.22,582.72,168.3,61.22,3599.95,True,277,2024-10-03,Closed
278,1,2019.24,2105.28,527.88,179.39,63.81,3532.83,True,278,2024-10-04,Closed
279,1,446.37,2095.61,233.87,179.95,97.67,2210.44,True,279,2024-10-05,Closed
280,1,1023.83,2144.71,430.82,183.1,74.22,2663.5,True,280,2024-10-06,Closed
281,1,2314.41,2097.76,1126.68,178.8,64.56,3220.93,True,281,2024-10-07,Closed
282,1,2536.05,1964.91,666.6,168.58,88.56,3745.8,True,282,2024-10-08,Closed
283,1,2159.07,2034.51,599.5,173.66,69.23,3524.85,True,283,2024-10-09,Closed
284,1,1693.63,1871.23,656.02,159.35,54.73,2854.11,True,284,2024-10-10,Closed
285,1,1944.07,2150.93,253.9,185.12,111.01,3730.09,True,285,2024-10-11,Closed
286,1,1664.06,1932.1,587.52,165.19,72.28,2936.36,True,286,2024-10-12,Closed
287,1,1572.11,2239.03,806.1,191.98,97.64,2907.4,True,287,2024-10-13,Closed
288,1,568.89,2267.08,454.11,194.19,93.31,2288.55,True,288,2024-10-14,Closed
289,1,463.74,1894.94,342.36,163.46,107.47,1908.85,True,289,2024-10-15,Closed
290,1,1816.72,1960.5,384.81,168.61,97.97,3294.44,True,290,2024-10-16,Closed
291,1,680.13,1882.04,639.26,161.56,86.84,1836.07,True,291,2024-10-17,Closed
292,1,1128.45,1973.69,1044.02,168.35,63.84,1994.28,True,292,2024-10-18,Closed
293,1,231.35,2173.1,331.58,185.46,73.24,1999.63,True,293,2024-10-19,Closed
294,1,1819.35,1992.42,668.48,170.27,73.06,3070.23,True,294,2024-10-20,Closed
295,1,1818.22,2039.85,754.8,175.73,110.0,2993.27,True,295,2024-10-21,Closed
296,1,740.72,1843.19,510.39,157.06,55.08,2018.44,True,296,2024-10-22,Closed
297,1,941.55,1885.06,210.27,160.94,64.75,2551.59,True,297,2024-10-23,Closed
298,1,1102.08,1799.31,1104.02,153.84,67.41,1729.96,True,298,2024-10-24,Closed
299,1,492.33,1786.06,156.83,153.38,83.41,2038.15,True,299,2024-10-25,Closed
300,1,1168.43,2041.71,525.2,173.27,44.09,2640.85,True,300,2024-10-26,Closed
301,1,1877.08,2092.76,210.43,179.62,96.2,3663.21,True,301,2024-10-27,Closed
302,1,1143.91,1993.45,353.87,171.64,105.69,2677.8,True,302,2024-10-28,Closed
303,1,1862.82,2020.92,504.79,173.5,94.35,3284.6,True,303,2024-10-29,Closed
